Temperature,Points:0,Points:1,Points:2
0.8591,0.5,0.928,0
0.86106,0.5,0.929,0
0.86301,0.5,0.93,0
0.86497,0.5,0.931,0
0.86693,0.5,0.932,0
0.86888,0.5,0.933,0
0.87084,0.5,0.934,0
0.8728,0.5,0.935,0
0.87476,0.5,0.936,0
0.87671,0.5,0.937,0
0.87867,0.5,0.938,0
0.88063,0.5,0.939,0
0.88258,0.5,0.94,0
0.88454,0.5,0.941,0
0.8865,0.5,0.942,0
0.88845,0.5,0.943,0
0.89041,0.5,0.944,0
0.89237,0.5,0.945,0
0.89432,0.5,0.946,0
0.89628,0.5,0.947,0
0.89824,0.5,0.948,0
0.9002,0.5,0.949,0
0.90215,0.5,0.95,0
0.90411,0.5,0.951,0
0.90607,0.5,0.952,0
0.90802,0.5,0.953,0
0.90998,0.5,0.954,0
0.91194,0.5,0.955,0
0.91389,0.5,0.956,0
0.91585,0.5,0.957,0
0.91781,0.5,0.958,0
0.91977,0.5,0.959,0
0.92172,0.5,0.96,0
0.92368,0.5,0.961,0
0.92564,0.5,0.962,0
0.92759,0.5,0.963,0
0.92955,0.5,0.964,0
0.93151,0.5,0.965,0
0.93346,0.5,0.966,0
0.93542,0.5,0.967,0
0.93738,0.5,0.968,0
0.93933,0.5,0.969,0
0.94129,0.5,0.97,0
0.94325,0.5,0.971,0
0.94521,0.5,0.972,0
0.94716,0.5,0.973,0
0.94912,0.5,0.974,0
0.95108,0.5,0.975,0
0.95303,0.5,0.976,0
0.95499,0.5,0.977,0
0.95695,0.5,0.978,0
0.9589,0.5,0.979,0
0.96086,0.5,0.98,0
0.96282,0.5,0.981,0
0.96477,0.5,0.982,0
0.96673,0.5,0.983,0
0.96869,0.5,0.984,0
0.97065,0.5,0.985,0
0.9726,0.5,0.986,0
0.97456,0.5,0.987,0
0.97652,0.5,0.988,0
0.97847,0.5,0.989,0
0.98043,0.5,0.99,0
0.98239,0.5,0.991,0
0.98434,0.5,0.992,0
0.9863,0.5,0.993,0
0.98826,0.5,0.994,0
0.99022,0.5,0.995,0
0.99217,0.5,0.996,0
0.99413,0.5,0.997,0
0.99609,0.5,0.998,0
0.99804,0.5,0.999,0
1,0.5,1,0
